engine,workload,threads,table_size,iteration,time_s,tps,qps,latency_avg_ms,latency_p95_ms
TidesDB,oltp_point_select,8,1000000,1,160,149058.30,149058.30,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,170,147268.75,147268.75,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,180,145739.83,145739.83,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,190,145089.30,145089.30,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,200,144379.32,144379.32,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,210,147104.30,147104.30,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,220,145045.44,145045.44,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,230,147402.51,147402.51,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,240,149013.55,149013.55,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,250,145921.01,145921.01,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,260,145916.23,145916.23,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,270,146851.89,146851.89,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,280,152223.63,152223.63,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,290,151186.85,151186.85,0.06,0.06
TidesDB,oltp_insert,8,1000000,1,10,103202.76,103202.76,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,20,104979.06,104979.06,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,30,102632.78,102632.78,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,40,102979.69,102979.69,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,50,97723.43,97723.43,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,60,104596.56,104596.56,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,70,101642.80,101642.80,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,80,99889.32,99889.32,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,90,102109.98,102109.98,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,100,101908.16,101908.16,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,110,99067.19,99067.29,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,120,100079.75,100079.65,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,130,98846.80,98846.80,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,140,98014.54,98014.54,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,150,100763.50,100763.50,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,160,100093.18,100093.18,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,170,99706.98,99706.98,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,180,100517.30,100517.30,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,190,100511.49,100511.49,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,200,102847.30,102847.30,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,210,101647.71,101647.71,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,220,97548.84,97548.84,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,230,100395.95,100395.95,0.09,0.09
TidesDB,oltp_insert,8,1000000,1,240,98926.66,98926.66,0.09,0.09
